Model,Path Gambar,Nama File,Jumlah Objek,Kelas Unik,Kelas Dominan,Label YOLO Format
Zenix,E:\datacamera2\2025-06-24_10-05-00\CAMERA_1.jpg,CAMERA_1.jpg,17,"[2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",3,"['3 0.364666 0.718046 0.051755 0.113296', '11 0.441807 0.841052 0.020333 0.02016', '4 0.55522 0.799374 0.019828 0.020196', '17 0.455675 0.649818 0.020019 0.020168', '18 0.525168 0.672789 0.019786 0.019716', '7 0.607701 0.579689 0.019789 0.019463', '8 0.497098 0.751948 0.019489 0.019661', '14 0.405652 0.57408 0.02026 0.02011', '10 0.455345 0.690682 0.019485 0.01987', '15 0.311419 0.685699 0.020272 0.020225', '5 0.575783 0.94114 0.019691 0.019477', '16 0.404167 0.652775 0.01895 0.019151', '13 0.545582 0.942258 0.019705 0.020341', '6 0.470321 0.573036 0.019954 0.019926', '12 0.534369 0.942318 0.020489 0.02052', '2 0.339908 0.468135 0.02046 0.027309', '19 0.547193 0.764923 0.01957 0.020073']"
Fortuner,E:\datacamera2\2025-06-24_10-03-24\CAMERA_1.jpg,CAMERA_1.jpg,11,"[0, 4, 5, 6, 13, 14, 17, 18, 22, 24]",5,"['22 0.584826 0.605862 0.019557 0.019076', '18 0.590141 0.625216 0.019598 0.019628', '24 0.613074 0.769424 0.020934 0.020846', '5 0.618522 0.619906 0.020598 0.043033', '14 0.570812 0.624025 0.019665 0.0197', '13 0.562411 0.619735 0.020398 0.01977', '6 0.535866 0.579947 0.028924 0.036892', '4 0.556302 0.849697 0.026992 0.049381', '5 0.618063 0.609871 0.021123 0.063943', '17 0.509379 0.548703 0.018787 0.018965', '0 0.594211 0.676341 0.020115 0.020002']"
Innova,E:\datacamera2\2025-06-24_10-03-24\CAMERA_1.jpg,CAMERA_1.jpg,19,"[2, 3, 4, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 27, 28]",4,"['4 0.53589 0.582721 0.029202 0.033101', '28 0.56109 0.535213 0.020343 0.020288', '21 0.427318 0.494846 0.019293 0.019423', '19 0.585119 0.604415 0.020007 0.019686', '10 0.571205 0.623678 0.018986 0.021227', '16 0.542108 0.669339 0.019811 0.035723', '2 0.557834 0.852062 0.022828 0.040473', '24 0.612851 0.769028 0.020343 0.020859', '23 0.573554 0.515946 0.019565 0.019624', '9 0.561873 0.618532 0.019934 0.020153', '3 0.618827 0.61397 0.019418 0.052468', '14 0.589919 0.624631 0.019679 0.020229', '13 0.509236 0.54936 0.020149 0.020433', '12 0.422556 0.536512 0.019981 0.020326', '18 0.59502 0.763775 0.0208 0.044826', '20 0.35385 0.522793 0.020628 0.020957', '22 0.496735 0.498165 0.019496 0.019962', '11 0.363828 0.559653 0.019706 0.019997', '27 0.440076 0.498015 0.020439 0.020071']"
Zenix,E:\datacamera2\2025-06-24_10-03-24\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-24_10-01-38\CAMERA_1.jpg,CAMERA_1.jpg,17,"[0, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 17, 18, 22, 24, 25, 26]",12,"['12 0.336577 0.678293 0.046675 0.084914', '10 0.358047 0.706672 0.01989 0.01955', '9 0.34922 0.637292 0.02008 0.020128', '26 0.37208 0.721321 0.019821 0.019848', '25 0.356116 0.815214 0.020038 0.020063', '22 0.584225 0.605796 0.020455 0.019607', '18 0.58981 0.624012 0.020086 0.019798', '14 0.569963 0.623186 0.019808 0.019586', '5 0.618765 0.618602 0.020798 0.043925', '13 0.561489 0.619328 0.020476 0.020039', '24 0.612795 0.770863 0.021356 0.020974', '15 0.361435 0.560357 0.020047 0.020546', '4 0.555162 0.850805 0.027276 0.050993', '6 0.535521 0.580092 0.029879 0.037002', '11 0.310018 0.67954 0.020283 0.01988', '17 0.507825 0.550292 0.019348 0.019226', '0 0.593996 0.679083 0.020293 0.020426']"
Innova,E:\datacamera2\2025-06-24_10-01-38\CAMERA_1.jpg,CAMERA_1.jpg,23,"[2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28]",4,"['4 0.535142 0.583081 0.030267 0.033364', '28 0.560385 0.53351 0.020678 0.021208', '6 0.358172 0.70623 0.019226 0.019829', '21 0.4255 0.494836 0.020073 0.020173', '19 0.583781 0.604378 0.020582 0.01999', '23 0.572851 0.513745 0.020104 0.020154', '24 0.612136 0.770982 0.020582 0.021641', '2 0.556874 0.853951 0.022717 0.041341', '22 0.495604 0.49654 0.019916 0.020235', '18 0.594449 0.76631 0.021081 0.045324', '8 0.336576 0.678295 0.046515 0.083575', '5 0.349091 0.637004 0.020033 0.020087', '10 0.570703 0.623701 0.019567 0.02126', '12 0.42108 0.536654 0.020407 0.020856', '9 0.560758 0.61841 0.020627 0.020712', '16 0.540687 0.67067 0.020394 0.038033', '13 0.507831 0.549158 0.020825 0.020629', '11 0.361058 0.560103 0.019791 0.020687', '14 0.589611 0.624529 0.01966 0.020054', '3 0.619822 0.615061 0.019603 0.052588', '26 0.371782 0.721683 0.019485 0.020287', '25 0.355773 0.814318 0.020521 0.020257', '27 0.439347 0.497983 0.021096 0.020356']"
Zenix,E:\datacamera2\2025-06-24_10-01-38\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-24_10-00-01\CAMERA_1.jpg,CAMERA_1.jpg,1,[8],8,['8 0.57205 0.721302 0.057753 0.12412']
Innova,E:\datacamera2\2025-06-24_10-00-01\CAMERA_1.jpg,CAMERA_1.jpg,1,[8],8,['8 0.571403 0.714525 0.050486 0.109611']
Zenix,E:\datacamera2\2025-06-24_10-00-01\CAMERA_1.jpg,CAMERA_1.jpg,15,"[1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18]",9,"['9 0.495982 0.784816 0.020023 0.019881', '1 0.569433 0.718068 0.051108 0.11543', '18 0.46208 0.649226 0.019483 0.019778', '10 0.454126 0.687561 0.018858 0.019658', '16 0.341181 0.710154 0.019603 0.020057', '13 0.544062 0.936463 0.020393 0.020357', '8 0.494854 0.746777 0.019407 0.018897', '7 0.462779 0.570312 0.01911 0.01971', '5 0.574749 0.934848 0.020272 0.01997', '15 0.327248 0.634168 0.019914 0.020364', '17 0.392698 0.658093 0.020595 0.020645', '11 0.441702 0.835659 0.01968 0.019387', '12 0.533249 0.936784 0.020274 0.020107', '2 0.34087 0.47328 0.020894 0.047453', '6 0.330126 0.570199 0.019716 0.020196']"
Fortuner,E:\datacamera2\2025-06-24_09-58-18\CAMERA_1.jpg,CAMERA_1.jpg,20,"[0, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 22, 24, 25, 26, 27, 28]",12,"['12 0.338035 0.696118 0.04752 0.085108', '6 0.53773 0.596113 0.029746 0.036008', '25 0.357427 0.833136 0.020083 0.02011', '16 0.422525 0.550734 0.020781 0.021174', '27 0.554506 0.829279 0.019355 0.019377', '14 0.571905 0.640146 0.019606 0.020119', '0 0.596395 0.695034 0.019819 0.019909', '5 0.621864 0.637938 0.02142 0.03949', '11 0.311132 0.697369 0.020013 0.020268', '15 0.362449 0.574584 0.02053 0.020407', '18 0.591394 0.641054 0.020263 0.02045', '4 0.558499 0.867244 0.027546 0.05161', '26 0.374007 0.739781 0.020405 0.020376', '22 0.58657 0.620357 0.020235 0.020035', '10 0.359846 0.724569 0.020105 0.019945', '28 0.598004 0.793099 0.019776 0.019826', '17 0.50997 0.56137 0.020737 0.020966', '13 0.562968 0.636039 0.02011 0.020081', '24 0.615824 0.789941 0.02001 0.020412', '9 0.350733 0.653428 0.019979 0.019928']"
Innova,E:\datacamera2\2025-06-24_09-58-18\CAMERA_1.jpg,CAMERA_1.jpg,17,"[0, 3, 4, 5, 6, 7, 8, 9, 10, 13, 14, 16, 17, 19, 24, 25, 26]",7,"['7 0.310842 0.696873 0.020548 0.020536', '8 0.337815 0.695031 0.045499 0.082855', '4 0.536839 0.596829 0.029675 0.034172', '10 0.572253 0.64067 0.01908 0.020744', '25 0.357328 0.833268 0.020053 0.021011', '26 0.374078 0.740822 0.020087 0.020175', '0 0.596908 0.695145 0.019911 0.020424', '16 0.543431 0.686612 0.019602 0.030607', '14 0.59166 0.640112 0.01995 0.019902', '19 0.586007 0.619884 0.019745 0.020606', '6 0.359357 0.724436 0.019566 0.019694', '3 0.620262 0.628596 0.019229 0.047445', '17 0.598023 0.794203 0.019728 0.020247', '24 0.615565 0.790943 0.020089 0.020422', '9 0.562757 0.635743 0.020723 0.020605', '13 0.50988 0.561691 0.021148 0.021785', '5 0.351034 0.653176 0.019169 0.019625']"
Zenix,E:\datacamera2\2025-06-24_09-58-18\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-24_09-56-38\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Innova,E:\datacamera2\2025-06-24_09-56-38\CAMERA_1.jpg,CAMERA_1.jpg,1,[26],26,['26 0.558858 0.782337 0.017079 0.017967']
Zenix,E:\datacamera2\2025-06-24_09-56-38\CAMERA_1.jpg,CAMERA_1.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",15,"['15 0.317376 0.66917 0.019915 0.019726', '11 0.446235 0.8246 0.019994 0.019795', '9 0.501537 0.773668 0.020143 0.020231', '3 0.369133 0.703472 0.055557 0.119715', '8 0.501011 0.735494 0.02023 0.019847', '19 0.550977 0.749386 0.019537 0.019958', '6 0.474707 0.560292 0.01981 0.019554', '4 0.558815 0.782808 0.020266 0.020287', '7 0.610796 0.567024 0.020178 0.020086', '18 0.528759 0.657992 0.019259 0.019315', '5 0.579398 0.924221 0.019635 0.01974', '14 0.410325 0.561244 0.019457 0.019154', '13 0.54903 0.926387 0.020786 0.020827', '12 0.53839 0.926409 0.02003 0.020688', '16 0.408972 0.637118 0.019393 0.020043', '17 0.460405 0.63584 0.019744 0.020079', '10 0.46016 0.675424 0.019484 0.019229', '2 0.349977 0.443852 0.019775 0.028882']"
Fortuner,E:\datacamera2\2025-06-24_09-55-02\CAMERA_1.jpg,CAMERA_1.jpg,22,"[0, 1, 2, 4, 7, 8, 9, 10, 11, 13, 14, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28]",11,"['11 0.620461 0.685482 0.020607 0.020395', '8 0.593055 0.684749 0.048517 0.082618', '22 0.58009 0.604892 0.020542 0.019663', '9 0.581873 0.643228 0.020141 0.01973', '13 0.565889 0.623728 0.020433 0.020519', '14 0.556137 0.618845 0.020362 0.020487', '17 0.504756 0.547294 0.020018 0.019619', '18 0.585477 0.624758 0.020169 0.020765', '28 0.590718 0.775619 0.019856 0.020135', '16 0.41725 0.535906 0.020379 0.020289', '26 0.369413 0.72062 0.020075 0.020169', '23 0.553541 0.539878 0.020076 0.020889', '7 0.530975 0.580328 0.029617 0.036443', '10 0.572094 0.711738 0.02043 0.020714', '1 0.314787 0.566857 0.020472 0.020106', '21 0.358254 0.56156 0.020316 0.020262', '25 0.352647 0.815188 0.020061 0.019892', '2 0.30939 0.607346 0.019722 0.020315', '4 0.553245 0.855056 0.027235 0.048709', '24 0.608353 0.768942 0.01975 0.01986', '0 0.337055 0.672238 0.020342 0.020149', '27 0.547615 0.809449 0.019402 0.019995']"
Innova,E:\datacamera2\2025-06-24_09-55-02\CAMERA_1.jpg,CAMERA_1.jpg,12,"[0, 2, 7, 8, 9, 10, 14, 16, 17, 24, 25, 26]",7,"['7 0.620072 0.685585 0.018554 0.019133', '16 0.536937 0.670616 0.020481 0.036535', '8 0.594418 0.683072 0.042175 0.07842', '25 0.352888 0.814306 0.019688 0.019839', '10 0.565341 0.623131 0.019045 0.019538', '24 0.608262 0.76941 0.019517 0.019586', '26 0.3692 0.721306 0.018677 0.019411', '2 0.552869 0.854425 0.022861 0.0433', '9 0.555883 0.618257 0.018015 0.020294', '14 0.584551 0.624719 0.019449 0.020003', '17 0.590624 0.774929 0.019918 0.019804', '0 0.337249 0.671491 0.022652 0.022051']"
Zenix,E:\datacamera2\2025-06-24_09-55-02\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-24_09-53-17\CAMERA_1.jpg,CAMERA_1.jpg,22,"[0, 1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 26, 27, 28]",8,"['8 0.597394 0.694416 0.048109 0.07983', '1 0.316268 0.576743 0.020837 0.020116', '23 0.557189 0.548847 0.020281 0.020463', '26 0.371533 0.73419 0.01967 0.020062', '17 0.507363 0.556846 0.020254 0.020453', '15 0.357294 0.598435 0.01986 0.019577', '6 0.534524 0.590633 0.029166 0.035273', '14 0.5605 0.629336 0.020849 0.021093', '21 0.360118 0.570447 0.020291 0.02056', '24 0.613289 0.781796 0.02003 0.019958', '22 0.583476 0.614287 0.019836 0.019509', '27 0.553391 0.823445 0.020061 0.020078', '25 0.355562 0.828841 0.019833 0.02012', '11 0.625116 0.698088 0.020045 0.020208', '9 0.585098 0.654025 0.020398 0.020558', '2 0.311281 0.617674 0.019942 0.020588', '0 0.339187 0.684683 0.020398 0.020245', '28 0.595457 0.786475 0.020305 0.019869', '16 0.419356 0.54656 0.019997 0.020543', '4 0.556946 0.867523 0.0267 0.044961', '13 0.56999 0.634166 0.019791 0.019865', '10 0.575618 0.724077 0.019703 0.020148']"
Innova,E:\datacamera2\2025-06-24_09-53-17\CAMERA_1.jpg,CAMERA_1.jpg,8,"[4, 7, 8, 9, 16, 24, 25, 26]",4,"['4 0.534114 0.590486 0.028389 0.031859', '16 0.540751 0.68096 0.020225 0.037006', '25 0.354992 0.828639 0.019419 0.019925', '8 0.598993 0.694405 0.043478 0.078211', '26 0.371379 0.734254 0.020964 0.021591', '24 0.612639 0.78208 0.018702 0.018784', '7 0.625391 0.697852 0.019135 0.01995', '9 0.560368 0.629377 0.020045 0.021076']"
Zenix,E:\datacamera2\2025-06-24_09-53-17\CAMERA_1.jpg,CAMERA_1.jpg,1,[7],7,['7 0.420247 0.546525 0.01986 0.020571']
Fortuner,E:\datacamera2\2025-06-24_09-51-40\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Innova,E:\datacamera2\2025-06-24_09-51-40\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Zenix,E:\datacamera2\2025-06-24_09-51-40\CAMERA_1.jpg,CAMERA_1.jpg,8,"[2, 5, 6, 7, 12, 13, 18]",2,"['7 0.606968 0.574758 0.019887 0.019746', '18 0.5246 0.664155 0.020329 0.020626', '13 0.54415 0.930566 0.021168 0.021952', '12 0.532428 0.931088 0.023064 0.023015', '5 0.574387 0.929959 0.020376 0.021025', '2 0.342524 0.453041 0.01968 0.029925', '2 0.342577 0.460524 0.020446 0.045684', '6 0.471526 0.567171 0.019917 0.01979']"
Fortuner,E:\datacamera2\2025-06-24_09-50-04\CAMERA_1.jpg,CAMERA_1.jpg,23,"[0, 1, 2, 4, 6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28]",8,"['8 0.598162 0.687077 0.047732 0.080647', '23 0.558586 0.540688 0.020022 0.020593', '11 0.625942 0.689183 0.020212 0.020287', '14 0.562422 0.620803 0.020403 0.020243', '26 0.373022 0.722226 0.019961 0.019942', '21 0.362144 0.560691 0.020398 0.020537', '17 0.509389 0.548549 0.020173 0.020389', '28 0.596214 0.77845 0.020362 0.020085', '27 0.553673 0.815292 0.019975 0.019743', '6 0.536351 0.582231 0.029469 0.035426', '24 0.613824 0.773259 0.019768 0.0197', '25 0.356925 0.817998 0.019686 0.019753', '16 0.421673 0.536076 0.020348 0.020674', '13 0.570824 0.62513 0.020124 0.020115', '9 0.586697 0.644851 0.019824 0.01976', '10 0.576899 0.714757 0.02052 0.020173', '18 0.590617 0.626305 0.019957 0.020127', '22 0.584794 0.607018 0.020114 0.019939', '2 0.313602 0.607753 0.020387 0.020417', '4 0.556211 0.861666 0.025885 0.0429', '0 0.341728 0.674373 0.02046 0.020128', '1 0.318189 0.566278 0.020258 0.020053', '15 0.358613 0.586969 0.019898 0.019658']"
Innova,E:\datacamera2\2025-06-24_09-50-04\CAMERA_1.jpg,CAMERA_1.jpg,10,"[4, 7, 8, 9, 10, 16, 17, 24, 25, 26]",16,"['16 0.542682 0.671721 0.020011 0.038181', '4 0.535712 0.583163 0.028541 0.032719', '7 0.625638 0.690245 0.01919 0.019356', '25 0.356529 0.817551 0.019615 0.020137', '24 0.613025 0.773335 0.019306 0.019472', '8 0.599524 0.687946 0.043253 0.077043', '9 0.561418 0.620259 0.018995 0.019439', '26 0.373141 0.722731 0.019339 0.020302', '10 0.57106 0.626273 0.017854 0.021807', '17 0.596172 0.778502 0.019117 0.019661']"
Zenix,E:\datacamera2\2025-06-24_09-50-04\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-24_09-48-22\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Innova,E:\datacamera2\2025-06-24_09-48-22\CAMERA_1.jpg,CAMERA_1.jpg,1,[26],26,['26 0.553131 0.793591 0.018788 0.019265']
Zenix,E:\datacamera2\2025-06-24_09-48-22\CAMERA_1.jpg,CAMERA_1.jpg,16,"[2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",9,"['9 0.496093 0.783432 0.01992 0.019914', '17 0.454972 0.64595 0.020105 0.020412', '18 0.523665 0.668599 0.019917 0.019888', '13 0.543878 0.93543 0.020506 0.020402', '19 0.545164 0.760605 0.019945 0.019929', '7 0.605203 0.576355 0.019707 0.019874', '10 0.454983 0.686065 0.019233 0.019706', '16 0.403263 0.649216 0.018844 0.019468', '4 0.553345 0.793782 0.019948 0.019901', '8 0.494791 0.745666 0.01962 0.01972', '14 0.404959 0.570644 0.019471 0.019347', '6 0.469409 0.570327 0.019836 0.019614', '12 0.533083 0.935857 0.020162 0.02045', '11 0.441538 0.835225 0.019573 0.019268', '5 0.57448 0.934397 0.019948 0.020003', '2 0.340567 0.463743 0.019774 0.026659']"
Fortuner,E:\datacamera2\2025-06-24_09-46-48\CAMERA_1.jpg,CAMERA_1.jpg,14,"[0, 4, 5, 6, 9, 11, 12, 14, 18, 22, 24, 25, 26, 28]",12,"['12 0.3373 0.69351 0.047113 0.085601', '9 0.350021 0.651709 0.019579 0.019602', '11 0.310074 0.69422 0.019844 0.019997', '25 0.356325 0.832013 0.019771 0.019779', '0 0.595863 0.692533 0.020103 0.020175', '24 0.614959 0.786459 0.021001 0.020871', '26 0.37329 0.736171 0.020238 0.020857', '22 0.585634 0.61969 0.020196 0.01967', '14 0.571094 0.638041 0.020029 0.019896', '18 0.590884 0.639872 0.020166 0.02015', '28 0.597103 0.793479 0.02037 0.020493', '4 0.557972 0.867779 0.028891 0.051532', '6 0.53652 0.594489 0.028455 0.036793', '5 0.620108 0.635674 0.021087 0.039797']"
Innova,E:\datacamera2\2025-06-24_09-46-48\CAMERA_1.jpg,CAMERA_1.jpg,26,"[0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",4,"['4 0.536522 0.595808 0.027268 0.032395', '7 0.309956 0.693557 0.019987 0.019817', '5 0.349874 0.651551 0.019573 0.019827', '8 0.336756 0.691887 0.044045 0.079551', '21 0.426585 0.506238 0.01991 0.020562', '0 0.595869 0.693247 0.020219 0.020353', '13 0.5096 0.560999 0.020581 0.021001', '20 0.351151 0.53454 0.020298 0.02051', '22 0.496126 0.50863 0.019921 0.020363', '1 0.560172 0.867016 0.027292 0.04668', '23 0.574487 0.527592 0.020435 0.020826', '10 0.571312 0.638089 0.01949 0.020838', '19 0.58566 0.617003 0.020741 0.021569', '26 0.372952 0.736293 0.020072 0.020009', '11 0.360695 0.572755 0.019553 0.020029', '25 0.356157 0.832325 0.020316 0.021265', '28 0.561944 0.54698 0.020371 0.020487', '27 0.43943 0.509404 0.021041 0.021018', '12 0.420989 0.547982 0.020512 0.020572', '14 0.59077 0.638092 0.020233 0.02068', '24 0.614788 0.786931 0.020226 0.020638', '3 0.61996 0.625696 0.019677 0.049657', '15 0.542561 0.682225 0.020409 0.020348', '17 0.597516 0.793738 0.020394 0.021025', '9 0.562062 0.631052 0.01951 0.01971', '6 0.358321 0.720929 0.020023 0.020468']"
Zenix,E:\datacamera2\2025-06-24_09-46-48\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-24_09-45-02\CAMERA_1.jpg,CAMERA_1.jpg,16,"[0, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 18, 22, 24, 25, 26]",12,"['12 0.340064 0.671182 0.046937 0.084862', '9 0.352602 0.629588 0.01994 0.020185', '0 0.595855 0.669026 0.019963 0.01994', '11 0.313441 0.671802 0.019894 0.02021', '25 0.359223 0.806349 0.01991 0.01986', '10 0.361813 0.699035 0.020274 0.020362', '26 0.375385 0.712127 0.020324 0.020603', '24 0.61597 0.761093 0.021543 0.021239', '5 0.620207 0.611956 0.021125 0.039513', '22 0.585991 0.597093 0.019667 0.019399', '18 0.591372 0.616635 0.020195 0.019929', '15 0.364034 0.554067 0.019739 0.02019', '14 0.57288 0.615662 0.019195 0.019433', '4 0.558028 0.84124 0.028939 0.054104', '6 0.537129 0.572788 0.029554 0.03568', '13 0.563817 0.610884 0.020323 0.020103']"
Innova,E:\datacamera2\2025-06-24_09-45-02\CAMERA_1.jpg,CAMERA_1.jpg,26,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",21,"['21 0.428175 0.487075 0.019813 0.020884', '4 0.536947 0.575857 0.029235 0.033205', '20 0.353208 0.516634 0.020203 0.020206', '5 0.352606 0.629361 0.020033 0.019877', '8 0.339373 0.671603 0.046499 0.08412', '7 0.312843 0.670722 0.019919 0.018997', '28 0.561766 0.526955 0.020441 0.020795', '24 0.615957 0.761298 0.020036 0.021056', '12 0.423055 0.530038 0.020273 0.02059', '0 0.595902 0.669648 0.019915 0.020485', '26 0.375017 0.713022 0.019538 0.019481', '23 0.57444 0.507396 0.019977 0.020382', '16 0.543357 0.662569 0.019913 0.03614', '11 0.36376 0.553193 0.019829 0.019752', '25 0.359063 0.806957 0.020154 0.020505', '22 0.497393 0.490679 0.019605 0.020342', '19 0.586182 0.596143 0.019589 0.020427', '27 0.44047 0.490373 0.020018 0.020317', '13 0.510191 0.542266 0.020253 0.020276', '10 0.573351 0.616087 0.018869 0.021317', '3 0.621262 0.607322 0.019609 0.053433', '14 0.5917 0.616152 0.019861 0.020203', '9 0.5637 0.611006 0.019863 0.020257', '18 0.597642 0.759834 0.021275 0.04116', '2 0.560437 0.844143 0.023288 0.041334', '6 0.361515 0.698216 0.019665 0.019436']"
Zenix,E:\datacamera2\2025-06-24_09-45-02\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-24_09-41-31\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Innova,E:\datacamera2\2025-06-24_09-41-31\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Zenix,E:\datacamera2\2025-06-24_09-41-31\CAMERA_1.jpg,CAMERA_1.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19]",2,"['3 0.360905 0.707667 0.062153 0.127628', '15 0.309261 0.673242 0.019836 0.020182', '17 0.452837 0.638291 0.01947 0.019921', '4 0.551102 0.785433 0.019633 0.019767', '18 0.521345 0.660315 0.020081 0.019991', '6 0.467433 0.562911 0.020781 0.020271', '11 0.438675 0.82749 0.019716 0.01965', '19 0.542951 0.751873 0.019504 0.019912', '14 0.403189 0.563053 0.020496 0.020406', '16 0.401637 0.640142 0.019674 0.020061', '9 0.494204 0.775937 0.019627 0.019881', '7 0.60338 0.568945 0.019826 0.01965', '13 0.541569 0.928654 0.020334 0.021124', '12 0.530895 0.928889 0.020547 0.021015', '5 0.572874 0.927415 0.020152 0.020174', '8 0.493693 0.737485 0.019123 0.019688', '2 0.335861 0.449566 0.021067 0.027151', '2 0.28955 0.454863 0.020153 0.027137']"
Fortuner,E:\datacamera2\2025-06-24_09-30-54\CAMERA_1.jpg,CAMERA_1.jpg,20,"[0, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 22, 24, 25, 26, 27, 28]",10,"['10 0.357608 0.716759 0.019914 0.019677', '12 0.335664 0.688976 0.046364 0.084774', '6 0.535094 0.587815 0.029239 0.034804', '28 0.595875 0.784535 0.020814 0.020522', '11 0.309029 0.690034 0.020065 0.019914', '26 0.371315 0.729672 0.019888 0.019795', '9 0.348669 0.647199 0.019654 0.019282', '13 0.561361 0.627741 0.020497 0.020277', '24 0.613614 0.780027 0.020415 0.020218', '4 0.556115 0.858321 0.028494 0.050592', '0 0.59426 0.68638 0.0206 0.020129', '25 0.356059 0.826409 0.020324 0.020437', '14 0.56931 0.631415 0.020847 0.020311', '5 0.619417 0.628758 0.021517 0.039768', '17 0.50705 0.555902 0.020453 0.020481', '22 0.583812 0.611858 0.020273 0.02061', '27 0.552106 0.821253 0.020107 0.020122', '15 0.359703 0.568304 0.020102 0.0206', '16 0.419293 0.544031 0.02037 0.020854', '18 0.589066 0.631821 0.020076 0.020249']"
Innova,E:\datacamera2\2025-06-24_09-30-54\CAMERA_1.jpg,CAMERA_1.jpg,17,"[0, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 16, 17, 19, 24, 25, 26]",6,"['6 0.357497 0.717059 0.019542 0.019858', '4 0.534748 0.588672 0.029542 0.032282', '5 0.348449 0.646884 0.019571 0.019451', '7 0.309094 0.689774 0.019774 0.019347', '8 0.3352 0.688311 0.046048 0.085514', '26 0.371183 0.730552 0.019757 0.020011', '0 0.594805 0.686185 0.020267 0.020201', '16 0.540793 0.678857 0.019978 0.03484', '25 0.355861 0.826722 0.019543 0.020382', '9 0.56093 0.626004 0.020594 0.021274', '24 0.612806 0.780539 0.019835 0.020366', '19 0.583254 0.610858 0.019852 0.020364', '3 0.618344 0.622106 0.019639 0.049542', '10 0.570511 0.630118 0.019749 0.020686', '17 0.595668 0.784377 0.020082 0.02097', '14 0.589027 0.630777 0.020081 0.02015', '11 0.359373 0.566916 0.019975 0.020013']"
Zenix,E:\datacamera2\2025-06-24_09-30-54\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Fortuner,E:\datacamera2\2025-06-24_09-29-10\CAMERA_1.jpg,CAMERA_1.jpg,0,[],-,[]
Innova,E:\datacamera2\2025-06-24_09-29-10\CAMERA_1.jpg,CAMERA_1.jpg,1,[8],8,['8 0.364754 0.708204 0.048883 0.104966']
