decision,Model,Path Gambar,Nama File,Jumlah Objek,Kelas Unik,Kelas Dominan,Label YOLO Format
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_02-14-53.jpg,CAMERA_1_2025-06-24_02-14-53.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",11,"['11 0.443066 0.815684 0.02015 0.020202', '18 0.52486 0.651072 0.019909 0.020175', '4 0.554637 0.773507 0.019941 0.019881', '5 0.574615 0.915811 0.020349 0.020361', '16 0.406324 0.632614 0.020247 0.02032', '14 0.408176 0.558044 0.019795 0.01989', '3 0.367482 0.696844 0.055821 0.11529', '17 0.457066 0.629355 0.020181 0.0202', '10 0.456174 0.667632 0.019222 0.019371', '8 0.497152 0.727584 0.019936 0.020891', '19 0.546792 0.740637 0.020551 0.020602', '9 0.498482 0.765706 0.019554 0.020014', '7 0.606122 0.561 0.019916 0.019722', '15 0.31478 0.664684 0.019109 0.019463', '13 0.544926 0.916635 0.019713 0.020567', '6 0.470976 0.554292 0.019844 0.019911', '12 0.534047 0.917011 0.019947 0.020511', '2 0.344438 0.425552 0.019801 0.026707']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_02-16-54.jpg,CAMERA_1_2025-06-24_02-16-54.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_02-18-53.jpg,CAMERA_1_2025-06-24_02-18-53.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_02-20-36.jpg,CAMERA_1_2025-06-24_02-20-36.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",9,"['9 0.496676 0.780591 0.019293 0.019725', '10 0.454948 0.681409 0.019454 0.020004', '4 0.553288 0.790875 0.020199 0.020266', '18 0.523857 0.66533 0.020339 0.020552', '8 0.495399 0.743523 0.019965 0.020486', '11 0.440654 0.831472 0.020346 0.020342', '14 0.406278 0.567 0.020787 0.0204', '19 0.545436 0.756874 0.020093 0.020303', '5 0.573178 0.932631 0.020093 0.020151', '7 0.60623 0.574188 0.0204 0.02019', '6 0.469858 0.566472 0.020222 0.020217', '16 0.404447 0.645795 0.02045 0.020487', '13 0.542915 0.934031 0.020625 0.021084', '3 0.364847 0.709423 0.055745 0.115546', '17 0.455328 0.641229 0.02025 0.020267', '12 0.531725 0.934192 0.020991 0.021384', '15 0.311535 0.676268 0.020484 0.020674', '2 0.338698 0.456451 0.020038 0.031533']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_02-22-14.jpg,CAMERA_1_2025-06-24_02-22-14.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_02-23-45.jpg,CAMERA_1_2025-06-24_02-23-45.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_02-25-26.jpg,CAMERA_1_2025-06-24_02-25-26.jpg,17,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",10,"['10 0.452346 0.675537 0.019457 0.01955', '16 0.401448 0.638889 0.019963 0.020166', '7 0.603539 0.56635 0.020208 0.020449', '18 0.521694 0.658565 0.020247 0.020174', '9 0.494162 0.774195 0.0199 0.020305', '4 0.550856 0.783836 0.020382 0.020203', '11 0.438944 0.825466 0.02014 0.020179', '3 0.362928 0.703789 0.053307 0.111896', '14 0.403364 0.561931 0.019944 0.019701', '8 0.493068 0.736524 0.020123 0.021027', '17 0.45298 0.635614 0.019967 0.020428', '5 0.571501 0.925802 0.020594 0.020092', '6 0.466576 0.559924 0.020558 0.020509', '19 0.543236 0.749782 0.020002 0.020573', '13 0.540962 0.927991 0.021201 0.02152', '12 0.529896 0.927736 0.021121 0.021228', '2 0.334677 0.453536 0.019605 0.043252']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_02-27-30.jpg,CAMERA_1_2025-06-24_02-27-30.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_02-29-02.jpg,CAMERA_1_2025-06-24_02-29-02.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_02-30-38.jpg,CAMERA_1_2025-06-24_02-30-38.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_02-43-34.jpg,CAMERA_1_2025-06-24_02-43-34.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_02-44-50.jpg,CAMERA_1_2025-06-24_02-44-50.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",4,"['4 0.553526 0.786898 0.020287 0.020463', '19 0.545499 0.753365 0.019869 0.02011', '18 0.52457 0.661862 0.019863 0.019799', '11 0.441421 0.827907 0.019859 0.020097', '8 0.495694 0.740076 0.020013 0.020974', '3 0.366176 0.705216 0.053804 0.111727', '9 0.497052 0.777602 0.01948 0.019621', '17 0.455491 0.638053 0.020155 0.020426', '14 0.407037 0.565269 0.020011 0.019537', '15 0.312985 0.674572 0.019527 0.020018', '10 0.455059 0.679032 0.019601 0.019774', '5 0.573298 0.928043 0.019995 0.020533', '13 0.542922 0.930058 0.020754 0.021364', '6 0.470544 0.564359 0.020646 0.020558', '7 0.606488 0.570608 0.020567 0.020183', '12 0.531999 0.929681 0.020664 0.021526', '16 0.40505 0.641805 0.020413 0.020099', '2 0.340223 0.452675 0.019516 0.033416']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_02-45-59.jpg,CAMERA_1_2025-06-24_02-45-59.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_02-47-06.jpg,CAMERA_1_2025-06-24_02-47-06.jpg,9,"[1, 3, 4, 7, 8, 14, 15, 18, 19]",7,"['7 0.603177 0.56706 0.02008 0.020406', '14 0.40302 0.563126 0.020696 0.020912', '18 0.520676 0.659601 0.02026 0.02046', '19 0.542008 0.750608 0.020664 0.021012', '4 0.549882 0.784348 0.020726 0.02046', '15 0.307919 0.673611 0.020067 0.020779', '3 0.360345 0.704156 0.053359 0.114196', '8 0.492355 0.738156 0.02073 0.021403', '1 0.36031 0.703886 0.05275 0.115031']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_02-48-12.jpg,CAMERA_1_2025-06-24_02-48-12.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_02-49-32.jpg,CAMERA_1_2025-06-24_02-49-32.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_02-51-40.jpg,CAMERA_1_2025-06-24_02-51-40.jpg,14,"[1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18]",15,"['15 0.325177 0.630932 0.019568 0.019735', '9 0.496045 0.780862 0.020137 0.020527', '1 0.569184 0.712102 0.063 0.124625', '8 0.495228 0.742998 0.020943 0.021715', '16 0.339943 0.708239 0.020169 0.020618', '5 0.573357 0.930894 0.020474 0.020961', '11 0.440272 0.832092 0.020496 0.020599', '6 0.327926 0.5674 0.019973 0.020128', '7 0.460365 0.566058 0.020627 0.020722', '10 0.45262 0.683691 0.019316 0.019909', '13 0.543194 0.932072 0.020925 0.021487', '18 0.459952 0.645901 0.019663 0.020098', '17 0.391137 0.654597 0.019912 0.019934', '12 0.531667 0.932482 0.021532 0.021953']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_02-53-49.jpg,CAMERA_1_2025-06-24_02-53-49.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_02-57-22.jpg,CAMERA_1_2025-06-24_02-57-22.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_02-59-28.jpg,CAMERA_1_2025-06-24_02-59-28.jpg,7,"[4, 5, 7, 12, 13, 18, 19]",5,"['5 0.573183 0.939451 0.020354 0.020697', '7 0.605313 0.577469 0.020608 0.020541', '13 0.543223 0.941198 0.021071 0.021546', '12 0.531667 0.941336 0.02137 0.02174', '18 0.521967 0.672442 0.022283 0.022347', '19 0.544632 0.764736 0.02142 0.022083', '4 0.55259 0.797673 0.021453 0.021888']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-01-30.jpg,CAMERA_1_2025-06-24_03-01-30.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-06-50.jpg,CAMERA_1_2025-06-24_03-06-50.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",10,"['10 0.460348 0.675047 0.019254 0.019232', '16 0.40956 0.639195 0.019872 0.020375', '11 0.446409 0.824404 0.019617 0.019789', '3 0.370165 0.702672 0.057249 0.117423', '5 0.577868 0.924533 0.020897 0.020625', '14 0.41124 0.562181 0.019566 0.01949', '18 0.528928 0.658895 0.019951 0.01981', '7 0.610158 0.566789 0.019865 0.019929', '6 0.474517 0.560739 0.020089 0.019981', '17 0.460731 0.635586 0.019909 0.019998', '8 0.500975 0.73609 0.020119 0.021042', '9 0.502007 0.773901 0.019772 0.02062', '4 0.55829 0.783564 0.02036 0.020277', '19 0.551176 0.75008 0.019963 0.020302', '13 0.548597 0.925184 0.020519 0.020731', '12 0.536983 0.925891 0.021379 0.021015', '15 0.317301 0.671126 0.019447 0.020016', '2 0.34992 0.443835 0.019608 0.028571']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-08-37.jpg,CAMERA_1_2025-06-24_03-08-37.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-10-48.jpg,CAMERA_1_2025-06-24_03-10-48.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-13-13.jpg,CAMERA_1_2025-06-24_03-13-13.jpg,14,"[1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18]",1,"['1 0.568939 0.714303 0.063348 0.128573', '5 0.574282 0.93028 0.020766 0.020492', '9 0.496839 0.780014 0.019608 0.020452', '16 0.341581 0.705127 0.020368 0.020718', '11 0.441344 0.830213 0.020787 0.021235', '8 0.496197 0.742015 0.020441 0.021648', '17 0.393262 0.653453 0.020104 0.020715', '15 0.326871 0.629419 0.020348 0.020525', '10 0.454013 0.682966 0.019427 0.020061', '7 0.462462 0.565865 0.020284 0.020316', '18 0.461263 0.645555 0.019216 0.019928', '6 0.330053 0.565757 0.019916 0.020193', '13 0.544158 0.932234 0.021203 0.021627', '12 0.532339 0.932923 0.02141 0.022231']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-15-02.jpg,CAMERA_1_2025-06-24_03-15-02.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-16-52.jpg,CAMERA_1_2025-06-24_03-16-52.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-18-34.jpg,CAMERA_1_2025-06-24_03-18-34.jpg,12,"[1, 2, 6, 7, 8, 9, 10, 11, 15, 16, 17, 18]",16,"['16 0.338642 0.702325 0.020121 0.020332', '17 0.389456 0.650139 0.020487 0.020473', '7 0.459645 0.562701 0.020279 0.020386', '15 0.323736 0.626825 0.019719 0.019668', '8 0.493328 0.738742 0.02078 0.021666', '9 0.493666 0.776079 0.02039 0.02053', '6 0.326752 0.563141 0.019628 0.019844', '18 0.458096 0.641215 0.019352 0.0192', '10 0.450712 0.678568 0.019727 0.020077', '1 0.564469 0.710071 0.06 0.132257', '11 0.437834 0.825604 0.019339 0.019841', '2 0.334049 0.451378 0.019285 0.026994']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-20-56.jpg,CAMERA_1_2025-06-24_03-20-56.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-22-23.jpg,CAMERA_1_2025-06-24_03-22-23.jpg,17,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",16,"['16 0.405496 0.652822 0.020811 0.020605', '11 0.442413 0.841689 0.020109 0.020531', '5 0.57641 0.94266 0.020686 0.020566', '18 0.526397 0.673377 0.020258 0.020317', '10 0.456489 0.690519 0.019803 0.019579', '3 0.365991 0.718846 0.055333 0.115146', '14 0.407066 0.573352 0.020468 0.020465', '6 0.471554 0.572826 0.020314 0.020575', '17 0.45706 0.648776 0.020421 0.020609', '8 0.498059 0.75318 0.020191 0.020956', '9 0.499177 0.790085 0.019477 0.020279', '7 0.609439 0.580533 0.020488 0.020393', '19 0.548528 0.768008 0.020441 0.020351', '13 0.545783 0.94367 0.021015 0.021131', '4 0.556062 0.801784 0.020718 0.020344', '12 0.534679 0.943732 0.020749 0.02115', '2 0.341252 0.473943 0.020841 0.041439']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-24-11.jpg,CAMERA_1_2025-06-24_03-24-11.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-25-45.jpg,CAMERA_1_2025-06-24_03-25-45.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-27-44.jpg,CAMERA_1_2025-06-24_03-27-44.jpg,17,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",8,"['8 0.494346 0.746058 0.019877 0.020305', '9 0.49524 0.78309 0.01949 0.019557', '16 0.403693 0.649126 0.019816 0.020022', '11 0.439936 0.833435 0.019929 0.019924', '7 0.604543 0.578619 0.020366 0.020153', '4 0.55114 0.793611 0.020166 0.020091', '19 0.543713 0.759868 0.019649 0.019971', '6 0.468625 0.570282 0.020992 0.020567', '17 0.454713 0.644632 0.019941 0.020414', '18 0.52284 0.668781 0.019799 0.020216', '10 0.453654 0.685028 0.019218 0.019543', '5 0.57105 0.933381 0.020091 0.020208', '14 0.406078 0.57216 0.02031 0.020092', '3 0.365317 0.712297 0.054039 0.112122', '13 0.541082 0.93452 0.020829 0.021143', '12 0.529947 0.934234 0.020776 0.021312', '2 0.338258 0.46114 0.019553 0.027879']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-29-57.jpg,CAMERA_1_2025-06-24_03-29-57.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-31-18.jpg,CAMERA_1_2025-06-24_03-31-18.jpg,6,"[2, 3, 7, 14, 15, 16]",7,"['7 0.602841 0.569087 0.020556 0.020439', '14 0.403112 0.56469 0.020058 0.02042', '3 0.361756 0.705711 0.056551 0.114155', '16 0.401539 0.642508 0.020603 0.020734', '15 0.308762 0.674611 0.02023 0.020901', '2 0.333186 0.4521 0.021587 0.030323']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-32-40.jpg,CAMERA_1_2025-06-24_03-32-40.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-33-55.jpg,CAMERA_1_2025-06-24_03-33-55.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-35-37.jpg,CAMERA_1_2025-06-24_03-35-37.jpg,17,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",14,"['14 0.405232 0.569454 0.020437 0.020351', '6 0.46906 0.568206 0.020444 0.020292', '8 0.495692 0.745598 0.020376 0.020775', '11 0.441281 0.833758 0.020699 0.020741', '4 0.553456 0.792341 0.020136 0.020253', '7 0.605478 0.574879 0.020306 0.02044', '10 0.454588 0.684755 0.019303 0.019575', '19 0.545652 0.759073 0.020149 0.020193', '16 0.403719 0.648324 0.02029 0.020585', '9 0.49649 0.78311 0.019878 0.02013', '5 0.573616 0.933037 0.020969 0.020486', '18 0.523478 0.667363 0.0205 0.020695', '17 0.455182 0.643958 0.020184 0.020684', '3 0.364456 0.713286 0.054486 0.113903', '13 0.543248 0.934676 0.019824 0.020525', '12 0.532299 0.935409 0.020256 0.020887', '15 0.311394 0.682152 0.020224 0.020865']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-37-33.jpg,CAMERA_1_2025-06-24_03-37-33.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-38-41.jpg,CAMERA_1_2025-06-24_03-38-41.jpg,5,"[2, 3, 7, 14, 15]",14,"['14 0.407546 0.569075 0.021273 0.021039', '7 0.606162 0.574985 0.020658 0.021014', '3 0.36614 0.709668 0.052865 0.11439', '2 0.341541 0.456293 0.019656 0.029767', '15 0.314056 0.677287 0.020184 0.01998']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-40-49.jpg,CAMERA_1_2025-06-24_03-40-49.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-42-02.jpg,CAMERA_1_2025-06-24_03-42-02.jpg,4,"[6, 15, 16, 17]",15,"['15 0.325371 0.627735 0.020185 0.020325', '16 0.340275 0.703195 0.020236 0.020775', '6 0.32842 0.564335 0.020259 0.020644', '17 0.392081 0.650939 0.021338 0.02171']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-43-50.jpg,CAMERA_1_2025-06-24_03-43-50.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-45-20.jpg,CAMERA_1_2025-06-24_03-45-20.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-46-50.jpg,CAMERA_1_2025-06-24_03-46-50.jpg,16,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]",14,"['14 0.404006 0.569033 0.01996 0.019988', '9 0.495808 0.782505 0.019809 0.020195', '4 0.552618 0.792184 0.020601 0.020722', '8 0.494663 0.745158 0.020105 0.021586', '7 0.604474 0.574416 0.020813 0.021007', '16 0.402791 0.647756 0.020008 0.020579', '11 0.440033 0.832901 0.019888 0.019809', '6 0.467544 0.568207 0.020678 0.020535', '19 0.544604 0.758809 0.020308 0.020331', '5 0.572698 0.932809 0.020381 0.0205', '18 0.522843 0.667002 0.019941 0.020455', '10 0.45348 0.683895 0.019465 0.019883', '3 0.364327 0.71323 0.054506 0.114646', '13 0.542964 0.933656 0.020147 0.020775', '12 0.531729 0.934069 0.020568 0.020849', '17 0.45422 0.642973 0.020456 0.0209']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-48-40.jpg,CAMERA_1_2025-06-24_03-48-40.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-50-25.jpg,CAMERA_1_2025-06-24_03-50-25.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",18,"['18 0.524873 0.664304 0.019933 0.020289', '14 0.407684 0.568265 0.020505 0.020289', '4 0.55396 0.789228 0.020011 0.020226', '11 0.442313 0.829955 0.020124 0.020386', '16 0.405812 0.644837 0.020099 0.019934', '9 0.498122 0.779739 0.019257 0.019644', '10 0.455968 0.681352 0.019226 0.01958', '6 0.471052 0.566845 0.019939 0.019883', '8 0.496485 0.742195 0.019547 0.020492', '7 0.606087 0.57427 0.020441 0.020446', '19 0.546137 0.756045 0.019202 0.019441', '13 0.543852 0.93179 0.020694 0.020925', '17 0.456958 0.643185 0.020273 0.020231', '3 0.366571 0.709265 0.055263 0.113416', '12 0.532574 0.931715 0.020807 0.021118', '15 0.3139 0.676996 0.020009 0.020012', '5 0.57319 0.928658 0.018734 0.019312', '2 0.341722 0.455489 0.019555 0.029409']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-52-01.jpg,CAMERA_1_2025-06-24_03-52-01.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-53-48.jpg,CAMERA_1_2025-06-24_03-53-48.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-55-24.jpg,CAMERA_1_2025-06-24_03-55-24.jpg,17,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",16,"['16 0.404887 0.632062 0.019994 0.019718', '9 0.496774 0.764941 0.019719 0.019887', '18 0.524301 0.650486 0.020166 0.020047', '8 0.495709 0.726885 0.020339 0.02072', '4 0.553472 0.772791 0.020044 0.020251', '10 0.455444 0.666554 0.018974 0.019332', '14 0.406999 0.556012 0.019422 0.019378', '19 0.545615 0.740826 0.020035 0.020292', '3 0.365491 0.694323 0.054176 0.113317', '5 0.57368 0.915145 0.020485 0.020528', '7 0.605186 0.559676 0.020031 0.019913', '17 0.455871 0.627153 0.019467 0.019836', '13 0.543468 0.916916 0.019679 0.020681', '6 0.469788 0.554309 0.020021 0.019884', '12 0.532745 0.916844 0.020307 0.020825', '15 0.313608 0.663514 0.018913 0.019452', '2 0.342585 0.424016 0.019597 0.027588']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-57-14.jpg,CAMERA_1_2025-06-24_03-57-14.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_03-58-51.jpg,CAMERA_1_2025-06-24_03-58-51.jpg,4,"[4, 7, 18, 19]",7,"['7 0.604886 0.573734 0.020653 0.020738', '18 0.52305 0.66673 0.021502 0.022022', '19 0.544824 0.75867 0.021414 0.022092', '4 0.552813 0.792222 0.022113 0.022331']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_04-00-38.jpg,CAMERA_1_2025-06-24_04-00-38.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_04-02-15.jpg,CAMERA_1_2025-06-24_04-02-15.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_04-03-53.jpg,CAMERA_1_2025-06-24_04-03-53.jpg,5,"[4, 7, 14, 18, 19]",7,"['7 0.605254 0.577398 0.020726 0.020521', '18 0.522687 0.670579 0.020637 0.021106', '19 0.544318 0.764481 0.021711 0.022345', '4 0.552674 0.79743 0.020706 0.021442', '14 0.404616 0.573786 0.022348 0.02263']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_04-05-39.jpg,CAMERA_1_2025-06-24_04-05-39.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_04-07-05.jpg,CAMERA_1_2025-06-24_04-07-05.jpg,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",4,"['4 0.558486 0.78327 0.020156 0.01998', '10 0.46046 0.675367 0.019305 0.019345', '16 0.409559 0.639288 0.020154 0.020605', '3 0.370746 0.702782 0.05399 0.11224', '5 0.578213 0.925008 0.020791 0.020535', '11 0.446954 0.824051 0.020202 0.020351', '14 0.41101 0.562508 0.020412 0.020289', '7 0.609928 0.567751 0.020494 0.02048', '6 0.474755 0.560901 0.020695 0.020393', '17 0.460872 0.636506 0.020143 0.020187', '8 0.500853 0.736535 0.019936 0.020951', '9 0.501966 0.773864 0.01957 0.020188', '19 0.551259 0.750098 0.020117 0.020485', '15 0.317201 0.67112 0.020414 0.020951', '18 0.528788 0.658998 0.020152 0.019635', '12 0.536711 0.927202 0.020667 0.020284', '13 0.547841 0.927341 0.020995 0.020477', '2 0.350945 0.445427 0.02053 0.030861']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_04-08-51.jpg,CAMERA_1_2025-06-24_04-08-51.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_04-10-14.jpg,CAMERA_1_2025-06-24_04-10-14.jpg,0,[],-,[]
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_04-11-48.jpg,CAMERA_1_2025-06-24_04-11-48.jpg,14,"[0, 1, 5, 6, 7, 8, 9, 10, 12, 13, 15, 16, 17, 18]",0,"['0 0.341281 0.449879 0.019388 0.018715', '9 0.497958 0.781419 0.019358 0.019596', '16 0.341992 0.706831 0.019946 0.020525', '1 0.569433 0.717549 0.055577 0.119979', '7 0.4636 0.567378 0.019908 0.020072', '8 0.496499 0.742658 0.020614 0.020942', '10 0.454393 0.683434 0.019111 0.019001', '15 0.327291 0.630383 0.020073 0.02017', '5 0.57426 0.932841 0.020435 0.019471', '13 0.544346 0.933944 0.01979 0.019982', '18 0.461869 0.646588 0.018686 0.019128', '6 0.330643 0.566162 0.019999 0.020197', '12 0.533043 0.934115 0.021039 0.020484', '17 0.393758 0.654222 0.01966 0.019751']"
,Model,C:\Users\Aldan\Desktop\ImproTYT\Review03072025\Zenix\CAMERA_1_2025-06-24_04-13-47.jpg,CAMERA_1_2025-06-24_04-13-47.jpg,0,[],-,[]
